0	0
9	17
18	20
8	62
52	68
54	69
57	77
58	78
59	80
27	120
18	123
90	128
110	160
111	161
34	163
14	168
146	221
132	280
189	303
191	305
71	391
5	439
13	454
262	459
264	462
24	483
271	485
91	486
52	489
9	539
293	547
304	565
24	581
4	583
314	606
9	620
23	626
27	629
323	634
303	646
335	663
134	669
89	695
327	737
46	747
115	767
94	797
316	817
5	864
159	875
159	880
412	180
417	943
419	947
128	978
320	1015
445	1030
18	1034
217	1053
113	1108
79	1154
478	1178
104	1188
11	231
495	1224
8	1285
34	1304
63	1307
151	1315
522	1318
18	1336
533	1357
237	1374
142	1378
5	1390
124	1393
12	1402
4	1445
565	1464
577	1498
102	1584
10	1611
620	1646
132	1674
322	1678
633	1694
52	1715
151	1728
301	100
71	1741
151	1789
18	1791
671	1810
672	1815
163	1829
126	1839
683	1855
184	1857
163	1867
112	1872
23	1918
113	1943
77	1945
700	1947
129	1959
708	1985
711	1991
220	1992
714	1996
24	2003
296	2011
290	2022
126	2057
94	2078
741	2101
155	2133
755	2138
760	2153
302	2169
89	2178
23	2198
771	2207
63	2213
27	2284
92	2285
23	2343
18	2348
23	2368
8	2389
24	2412
71	2429
39	2514
23	2531
9	2553
862	2569
158	2659
468	2679
96	2698
339	2700
52	2798
23	2803
23	2855
920	2863
113	423
92	231
124	2936
5	2954
184	2956
938	2957
4	2961
129	2977
22	9
137	3018
954	3019
216	3039
396	3052
149	3073
24	3098
204	3119
296	3130
987	3155
163	3157
27	3201
197	3237
1007	3258
308	3261
1012	3273
74	3275
77	3287
1015	3288
306	3301
547	3318
113	3326
4	3328
77	3335
1053	3421
1054	3428
167	3436
1062	3475
566	3476
27	3502
24	3511
483	3556
23	3557
1098	1933
11	3588
423	3591
110	3594
23	3597
23	3637
115	3656
1110	3660
23	3664
1113	1482
71	3693
242	3716
1124	3757
4	23
1126	3777
89	3792
104	3804
43	3827
43	1032
374	3847
1144	3874
39	3901
423	3914
1155	1933
327	3946
1160	3977
79	4025
326	4031
123	4042
18	1602
720	4085
11	4096
38	4097
91	1662
5	4164
928	4195
104	4224
568	4226
46	4230
71	4263
71	4271
63	4303
201	4344
600	4355
46	4359
24	4369
1265	4428
1271	4448
23	4452
336	4461
962	4489
339	4506
124	4594
23	4619
99	4642
296	4646
23	4663
647	4734
327	4752
144	4798
71	4803
151	4809
123	4821
63	4822
23	4837
1357	4847
71	4859
327	4872
149	4873
263	460
23	4888
27	4919
167	4927
1372	4928
11	4953
11	4958
1383	4969
18	4974
5	5015
127	5037
423	5048
237	5076
1409	5086
4	5089
11	5104
329	5106
23	5116
928	131
329	5152
31	5160
201	5170
899	5197
13	5199
17	5281
18	5285
11	5314
326	5323
23	5357
163	5361
11	5369
46	5377
807	5398
27	5400
4	5403
184	5510
79	5529
27	5530
39	5533
327	5539
1499	5541
317	5597
306	5601
4	5627
79	5641
239	5696
11	2775
484	5712
461	5801
159	5807
367	5833
1557	22
46	5867
46	5869
21	5887
82	5894
263	5903
34	5927
23	5935
23	5944
92	5950
124	5993
102	5994
4	6005
184	6019
31	6056
23	6059
14	6066
1615	6073
38	6088
375	6090
1622	6097
133	6100
70	6120
868	6130
1638	6179
23	6197
25	6214
89	6263
1652	6267
18	6270
174	6301
1661	6302
21	6347
163	6365
187	6372
21	6388
24	6392
649	6418
70	6425
1696	6436
27	6439
201	6457
4	6485
1707	6501
1709	6508
1718	6542
276	6549
14	6580
13	6581
9	6584
1730	6603
1735	6629
628	6645
4	6646
1048	6681
1749	6724
1751	6736
77	6753
4	6765
115	6774
4	6792
550	6852
604	6865
635	231
1777	6901
115	6914
55	289
306	6938
34	6956
23	6963
1794	6996
43	7018
368	7028
468	7050
115	7105
52	7140
507	7142
113	7168
1824	7174
18	7229
39	7253
104	7266
4	7274
27	7292
18	4787
22	7384
151	7385
1866	7418
112	7441
23	7493
1889	7512
160	7525
513	7531
257	7538
1894	7552
4	7586
423	7608
110	7624
63	7625
1912	6040
9	7634
23	7679
1495	767
1930	7727
179	7765
25	7867
79	7869
1275	7896
1976	7906
13	7919
1984	7942
4	7955
1991	7959
13	7972
268	7556
113	7992
104	8052
77	8053
122	8092
23	8097
56	2187
18	8138
34	8143
11	8178
80	8198
219	8218
928	8232
111	8255
2053	8296
23	8305
2056	8315
2060	8330
296	8335
71	8340
77	8348
2067	8350
21	8359
18	1434
154	8428
281	8435
74	8445
23	8452
1369	8499
23	8505
123	8517
2106	8536
2107	8541
326	8564
2116	8583
1163	8607
151	8610
23	8631
504	8656
1697	8663
91	8678
2141	8690
46	8693
204	8747
4	8761
55	8763
725	8771
23	8786
18	8793
123	8797
18	8800
142	8818
2163	8826
1133	8828
9	8865
323	1186
27	8867
669	8879
204	8881
9	6818
532	8952
2188	8954
129	8962
870	8967
2191	8983
1257	8988
92	9001
4	9018
2201	9019
2205	9035
2207	9037
63	6191
155	9090
2232	9162
24	9217
603	9219
327	9224
2251	9246
1185	9297
263	9302
868	9316
407	9322
163	9330
328	9352
204	91
5	9395
2280	9399
2281	9402
70	9426
1296	9435
27	2931
4	9478
126	9488
12	9494
2303	9501
155	9569
130	9589
407	9602
220	9629
2323	9640
24	9642
239	9681
2341	9711
13	9712
2342	9716
23	9736
1436	9764
5	9774
158	9777
8	9799
571	9816
163	9850
167	9884
124	9905
31	9908
317	9924
23	9974
323	9980
23	9992
364	10043
2405	18
158	10063
12	10107
2412	91
725	10124
71	10146
42	10148
829	10149
806	10151
294	10160
2431	10213
13	10230
179	10238
24	10260
2452	10306
747	10315
123	10320
23	10328
1061	10342
2464	10362
11	10435
113	767
23	10480
239	10493
4	10510
89	10541
2495	10550
9	10604
127	10608
2502	10610
2504	10634
2508	10669
9	10678
4	10682
2512	10690
159	92
23	10741
450	10765
204	10777
2531	10789
23	10793
24	5474
2536	10822
261	10826
220	10831
18	10838
5	10840
24	10850
486	10860
11	10871
2545	10872
197	10875
144	10904
113	6848
4	10955
2565	5269
2566	11009
24	11012
89	11060
2575	11069
24	11095
130	11105
144	11107
1312	11116
2591	11139
247	11145
4	11151
160	11167
5	11172
71	11179
287	11183
1643	11188
372	11192
220	11199
63	11204
2601	11219
11	11227
2603	11228
123	11273
829	11325
603	11332
2619	11341
2622	158
163	11418
24	11466
11	10933
4	11505
270	11511
18	11558
178	11561
216	11579
290	11583
184	11587
31	10394
9	8030
225	11636
24	11646
2664	11650
1167	11658
1585	11664
507	11667
23	11674
868	11704
55	11722
2681	11760
761	11783
1563	11792
1415	11795
2645	11803
24	11821
1672	11830
2704	11863
1680	11865
4	11892
142	11902
1864	11903
142	11915
38	11929
2714	11942
23	1403
52	11950
2717	11954
2327	11955
2106	11961
204	11997
71	12014
707	12018
1358	12023
282	12062
239	12070
1044	12102
71	12108
360	12119
112	12132
24	12142
225	12145
39	12157
212	12167
5	12202
71	12205
167	12209
94	12213
89	12215
2761	1686
100	12275
23	12294
2312	12299
2770	12301
2774	12311
80	12369
2788	12375
244	12383
651	12418
151	1991
11	12490
101	3008
89	12546
642	1273
1351	12572
56	12600
70	12616
2178	12618
327	12633
124	12656
1648	12661
11	12665
11	12685
451	12692
5	12694
101	12709
11	12715
10	12718
8	12734
602	12759
800	12767
23	12777
55	12779
77	12790
46	12794
158	12806
46	12811
359	12868
4	12901
226	12911
151	6292
179	12983
11	12986
2897	12995
9	13010
101	13021
707	13071
702	13073
339	13097
201	13102
130	257
44	13136
2928	8449
65	13189
5	13198
23	13230
127	13236
384	13262
2946	13266
129	13283
158	13286
2954	13288
2955	13295
306	13337
112	4165
326	13446
63	13488
158	2638
237	13510
23	13523
2984	13546
239	6923
219	13564
3	13571
91	13598
3001	13648
600	13654
124	13713
18	13752
63	13784
4	13808
216	13819
16	13820
0	13848
43	13849
109	13864
24	13875
115	13895
12	13911
197	13943
31	13965
472	13967
1986	13968
204	13974
3050	13976
9	13978
4	13982
1672	7457
3051	14002
1339	14030
24	14037
77	11286
3058	2967
504	14064
3061	14069
537	14080
3065	14099
145	12374
12	14114
252	14131
52	254
10	14150
3076	14155
875	14174
2348	14235
23	14243
1713	14246
457	14272
95	14284
725	803
63	14312
249	14319
3105	14334
12	14346
144	14355
130	14366
1831	14380
1439	14384
18	14412
281	13635
25	14419
179	14460
8	14469
4	14503
5	5750
372	14568
3168	14681
126	14690
34	14712
1017	14826
604	3178
11	14857
142	14870
2791	14897
13	14928
24	14959
18	15025
13	15045
142	15051
3234	15102
23	15154
16	4152
63	15162
155	15196
11	15228
513	15253
179	15285
151	15293
1163	15306
44	2895
3260	15323
148	15338
3265	15346
201	15367
13	15384
43	15436
282	15441
9	15448
91	15501
339	15524
423	7735
25	15538
34	201
89	15573
102	691
71	15634
65	15675
3318	11097
115	15704
3323	15718
3324	15724
42	15769
282	15776
13	15780
91	15784
2889	464
23	15797
3334	15798
934	15918
18	15923
4	15935
4	15937
1121	15960
71	15961
9	961
243	16103
18	16154
308	16158
77	16180
13	16209
123	16232
3402	16257
246	16258
23	16264
63	16265
91	16278
645	16299
23	16318
3414	16320
23	16326
112	16333
4	16349
1781	3125
71	16362
201	16422
378	16460
237	16466
282	16475
124	16511
3446	16518
570	16520
345	16535
18	16547
1176	16573
163	16580
1388	16599
451	16610
44	16621
94	16644
11	16648
268	16649
329	16667
3480	16720
52	16731
456	4787
851	16818
163	16830
3502	16842
204	16845
5	16860
80	16871
323	16953
297	16959
225	16960
316	994
101	16975
4	16976
112	16998
1853	17008
23	17014
239	17039
167	17078
325	1141
1750	17128
24	17176
18	4187
327	17198
46	17199
282	17223
23	17236
5	17241
3569	17245
43	17267
401	17289
1434	17303
201	17340
24	17351
339	17407
3600	17452
4	17475
4	17476
24	17480
18	17497
77	17499
1453	17500
2717	17513
163	17525
126	12674
104	17556
410	17586
3627	17612
3629	17626
22	17632
3525	17640
3633	17649
111	17660
1368	17677
4	17680
184	17718
11	17731
24	17737
327	17754
4	17758
43	17779
3651	17790
38	17793
8	17801
220	3178
1909	17809
525	4787
113	17856
4	17870
9	14014
158	17890
71	17894
23	4208
407	1329
24	17950
12	17957
111	17959
115	17964
3688	17974
221	17937
3693	17990
3698	18010
171	18012
3702	18029
80	18062
2826	18076
123	18081
327	3030
171	18128
2104	18132
126	18144
