2	8
2	9
1	10
3	10
4	11
4	12
4	8
4	13
4	14
5	11
5	12
5	8
5	13
5	14
6	15
6	16
6	17
6	18
7	19
7	20
7	8
7	21
8	22
9	22
10	23
10	15
10	24
10	9
10	25
10	14
10	26
10	27
10	28
10	29
10	30
10	31
10	7
11	23
11	15
11	24
11	9
11	25
11	14
11	26
11	27
11	28
11	29
11	30
11	31
11	7
12	23
12	15
12	24
12	9
12	25
12	14
12	26
12	27
12	28
12	29
12	30
12	31
12	7
1	23
1	15
1	24
1	9
1	25
1	14
1	26
1	27
1	28
1	29
1	30
1	31
1	7
13	23
13	32
13	33
13	34
13	35
13	36
13	28
13	29
13	37
9	38
14	15
14	39
14	40
14	41
14	42
15	12
15	43
15	44
15	41
15	38
15	27
15	45
15	46
16	47
17	15
17	8
17	25
17	27
17	48
17	49
17	45
17	50
18	51
18	52
18	15
18	53
18	10
17	54
17	55
17	15
17	39
17	56
17	57
17	41
17	25
17	58
17	59
17	60
17	48
17	49
17	45
17	61
17	50
19	62
19	15
19	16
19	63
19	35
19	64
19	65
19	66
19	18
20	62
20	15
20	16
20	63
20	35
20	64
20	65
20	66
20	18
21	62
21	15
21	16
21	63
21	35
21	64
21	65
21	66
21	18
22	62
22	15
22	16
22	63
22	35
22	64
22	65
22	66
22	18
23	60
24	32
24	15
24	24
24	69
24	2
24	38
24	70
24	71
24	46
15	32
15	15
15	24
15	69
15	2
15	38
15	70
15	71
15	46
15	51
15	79
15	15
15	80
15	81
15	82
15	27
15	83
15	84
15	85
15	86
15	87
26	88
27	88
28	52
29	52
30	52
31	52
32	0
32	54
32	15
32	16
32	89
32	25
32	64
33	90
33	91
33	92
33	25
33	93
33	35
33	26
33	94
1	95
1	15
1	96
0	54
0	97
0	16
0	39
0	98
0	27
34	99
34	51
34	15
34	100
34	101
34	89
34	26
34	10
34	102
34	71
35	23
35	11
35	103
35	8
35	104
35	41
35	105
35	106
35	26
35	36
35	107
35	18
36	108
36	109
36	110
36	83
36	111
37	23
37	67
37	112
37	27
37	113
37	114
37	111
37	115
38	23
38	67
38	112
38	27
38	113
38	114
38	111
38	115
39	12
39	15
39	88
39	46
12	12
12	15
12	88
12	46
21	12
21	15
21	88
21	46
40	33
24	33
41	116
41	117
41	15
41	118
41	119
41	120
41	75
41	41
41	121
41	83
41	78
1	24
1	69
1	67
1	122
1	77
1	86
1	17
42	73
42	123
28	73
28	123
28	124
28	95
28	125
28	126
28	127
28	128
28	129
28	60
28	130
28	48
28	131
28	132
28	37
28	50
6	124
6	95
6	125
6	126
6	127
6	128
6	129
6	60
6	130
6	48
6	131
6	132
6	37
6	50
20	124
20	95
20	125
20	126
20	127
20	128
20	129
20	60
20	130
20	48
20	131
20	132
20	37
20	50
22	124
22	95
22	125
22	126
22	127
22	128
22	129
22	60
22	130
22	48
22	131
22	132
22	37
22	50
43	23
43	27
43	133
43	76
43	134
43	135
44	11
44	24
44	9
44	118
44	91
44	136
44	41
44	137
44	138
44	139
44	66
44	18
45	11
45	24
45	9
45	118
45	91
45	136
45	41
45	137
45	138
45	139
45	66
45	18
21	11
21	24
21	9
21	118
21	91
21	136
21	41
21	137
21	138
21	139
21	66
21	18
46	0
46	103
46	54
46	15
46	8
46	67
46	80
46	2
46	3
46	4
46	38
46	5
46	6
17	0
17	103
17	54
17	15
17	8
17	67
17	80
17	2
17	3
17	4
17	38
17	5
17	6
47	140
47	127
47	88
47	60
24	141
24	54
24	142
24	143
24	59
24	17
24	61
2	144
2	73
2	145
42	146
48	15
48	100
48	24
48	80
48	147
48	28
48	30
48	102
48	37
7	15
7	100
7	24
7	80
7	147
7	28
7	30
7	102
7	37
34	15
34	100
34	24
34	80
34	147
34	28
34	30
34	102
34	37
1	15
1	100
1	24
1	80
1	147
1	28
1	30
1	102
1	37
7	15
7	16
16	15
16	16
0	148
0	149
0	150
49	0
49	151
49	15
49	101
49	152
49	2
49	153
49	154
49	5
49	6
49	155
49	46
50	23
50	105
50	59
50	26
50	27
50	146
50	18
51	15
51	156
51	16
51	67
51	41
51	30
52	144
52	96
52	60
52	131
1	144
1	96
1	60
1	131
1	15
1	80
1	4
1	157
1	86
53	127
53	60
53	158
37	15
37	126
37	159
37	58
37	160
37	27
37	77
37	60
37	48
37	131
37	17
52	15
52	126
52	159
52	58
52	160
52	27
52	77
52	60
52	48
52	131
52	17
54	15
54	126
54	159
54	58
54	160
54	27
54	77
54	60
54	48
54	131
54	17
15	161
15	162
15	119
15	163
15	16
15	89
15	81
15	120
15	75
15	41
15	77
15	60
15	78
15	17
15	164
5	161
5	162
